title,console,genre,publisher,vg_score,critic_score,user_score,total_shipped,aisan_sales,north_american_sales,japan_sales,european_sales,global_sales,release_year
Mahou Shoujo Mana,PC,Adventure,Touchable,9,10,7,160,3.74,5.02,3.69,2.61,15.06,2006
Turok,PC,Shooter,Touchstone,10,3,3,284,0.01,3.45,5.34,0.01,8.81,2008
Turok,PS3,Shooter,Touchstone,5,7,4,91,0.67,0.35,0.01,0.21,1.24,2008
Q.U.B.E  Directors Cut,PC,Puzzle,Toxic Games,7,3,7,96,6.54,6.38,1.83,3.55,18.3,2014
Lode Runner Legacy,PC,Puzzle,Tozai Games,9,6,4,262,3.88,1.59,1.65,1.35,8.47,2017
Lode Runner Legacy,PS4,Puzzle,Tozai Games,1,7,10,258,1.25,5.49,2.49,3.89,13.12,2020
R Type Dimensions EX,PC,Shooter,Tozai Games,6,5,9,129,6.13,3.27,1.57,3.9,14.87,2018
R Type Dimensions EX,PS4,Shooter,Tozai Games,10,6,1,155,6.71,1.28,3.56,3.85,15.4,2018
Home Behind,PC,Adventure,TPP Studio,8,5,5,0.27,6.96,7.09,2.58,2.3,18.93,1900
Agatha Christie DICE,DS,Adventure,Tradewest,2,2,6,164,1.97,6.13,2.58,6.22,16.9,1900
Crash Time III,PC,Racing,Tradewest,2,7,3,247,5.28,3.88,1.71,5.5,16.37,2009
Freddie Flintoffs Powerplay Cricket,DS,Sports,Tradewest,2,4,10,129,7.64,4.52,1.64,2.7,16.5,2010
Q.U.B.E. 2,PC,Puzzle,Trapped Nerve Games,6,8,5,3,2.16,2,4.43,6.43,15.02,2018
Rail Nation,PC,Simulation,Travian Games GmbH,3,2,1,41,5.9,5.56,3.4,5.53,20.39,2013
Miramagia,PC,Simulation,Travian Games GmbH,10,4,3,46,2.15,5.69,4.15,4.98,16.97,2011
goalunited,PC,Simulation,Travian Games GmbH,9,4,6,220,7.78,2.38,3.42,2.76,16.34,2006
Ikaruga,PC,Shooter,Treasure,4,1,8,0.13,6.06,5.93,1.85,1.1,14.94,2014
Anstoss 2007,PC,Simulation,Trendverlag,8,1,3,181,5.4,1.24,1.67,5.67,13.98,2006
My Riding Stables  Life with Horses,PS4,Simulation,TREVA Entertainment,4,3,1,74,0.04,0.03,5.15,6.88,12.1,2018
Runaway  A Road Adventure,PC,Adventure,Tri Synergy,4,10,9,214,3.81,6.24,1.19,5.95,17.19,2003
Midnight Nowhere,PC,Adventure,Tri Synergy,6,7,9,159,3.2,3.19,2.82,1.1,10.31,2004
Limbo of the Lost,PC,Adventure,Tri Synergy,6,7,9,8,5.48,6.88,5.93,2.2,20.49,2007
Last Half of Darkness  Tomb of Zojir,PC,Adventure,Tri Synergy,2,4,9,215,4.24,5.53,4.17,1.92,15.86,2009
Last Half of Darkness  Beyond the Spirits Eye,PC,Adventure,Tri Synergy,5,7,9,68,7.29,7.58,3.49,4.12,22.48,2008
Ghost in the Sheet,PC,Adventure,Tri Synergy,5,5,9,51,1.54,1.91,2.77,1.16,7.38,2007
Knight Rider  The Game,PC,Racing,Tri Synergy,9,5,7,259,6.06,3.92,2.64,6.86,19.48,2003
Bandits  Phoenix Rising,PC,Racing,Tri Synergy,6,1,4,122,4.81,1.74,2.53,4.48,13.56,2003
Wings of Power  WWII Heavy Bombers and Jets,PC,Simulation,Tri Synergy,8,8,10,230,2.73,2.29,1.05,5.54,11.61,2004
Starshatter  The Gathering Storm,PC,Simulation,Tri Synergy,6,8,2,103,6.9,2.65,5.76,6.46,21.77,2006
Rebirth of Honor,PC,Simulation,Tri Synergy,6,5,1,278,5.03,3.32,2.55,2.41,13.31,2005
Farming Simulator,PC,Simulation,Tri Synergy,1,8,3,150,5.63,6.3,3.88,4.44,20.25,2009
Cowboy Baby,PC,Adventure,Triangle,2,9,1,204,2.84,2.4,4.39,1.73,11.36,1999
Battle Royale Trainer,PC,Shooter,Trickjump Games Ltd,3,1,2,0.26,7.41,7.24,1.76,1.13,17.54,2018
The King of Fighters 97,PS,Fighting,Trigger Apps,10,4,6,144,0.17,7.98,0.16,5.31,13.62,1998
Clandestiny,PC,Adventure,Trilobyte,5,1,7,42,5.53,7.82,2.73,2.01,18.09,1996
Burn Cycle,PC,Adventure,TripMedia,4,9,8,66,1.02,7.46,3.05,2.34,13.87,1900
Zeno Clash,PC,Shooter,Tripwire Interactive,8.4,7,2,0.32,1.93,1.74,3.27,2.14,9.08,2009
The Ball,PC,Shooter,Tripwire Interactive,10,6.3,2,0.19,1.62,1.59,3.68,1.55,8.44,2011
Red Orchestra  Ostfront 41 45,PC,Shooter,Tripwire Interactive,10,3,2,0.85,5.24,1.23,4.27,1.72,12.46,2006
Red Orchestra 2  Heroes of Stalingrad,PC,Shooter,Tripwire Interactive,4,7.7,4,23,0.13,0.04,3.01,0.07,3.25,2011
Killing Floor 2,PC,Shooter,Tripwire Interactive,7,4,3,240,7.19,3.52,2.55,4.99,18.25,2016
Killing Floor,PC,Shooter,Tripwire Interactive,4,7.5,9,266,3.1,2.68,5.86,5.47,17.11,2009
Killing Floor 2,PS4,Shooter,Tripwire Interactive,4,7,6,218,0.27,0.19,2.2,0.03,2.69,2016
Rugby League Live 4,PC,Sports,Tru Blu Entertainment,2,7,8,154,7.87,5.24,5.9,1.01,20.02,2017
Rugby League Live 3,PC,Sports,Tru Blu Entertainment,5,3,9,10,7.95,3.33,3.02,5.9,20.2,2015
Don Bradman Cricket 14,PC,Sports,Tru Blu Entertainment,10,9,2,211,8,6.94,3.45,5.2,23.59,2014
Rugby League Live 3,PS3,Sports,Tru Blu Entertainment,2,8,6,282,0.01,1.05,5.7,0.01,6.77,2015
Don Bradman Cricket 14,PS3,Sports,Tru Blu Entertainment,2,7,1,217,0.01,3.18,1.91,0.01,5.11,2014
Rugby League Live 4,PS4,Sports,Tru Blu Entertainment,10,7,7,93,0.09,4.21,4.8,0.08,9.18,2017
Rugby League Live 3,PS4,Sports,Tru Blu Entertainment,10,6,9,113,0.02,7.19,2.34,0.02,9.57,2015
Don Bradman Cricket 17,PS4,Sports,Tru Blu Entertainment,1,8,1,283,5.52,6.58,5.91,5.07,23.08,2016
Don Bradman Cricket 14,PS4,Sports,Tru Blu Entertainment,9,5,4,84,0.13,0.01,3.96,0.09,4.19,2015
Shojo Infinite Reipu,PC,Adventure,Trust,2,10,7,297,6,4.5,5.64,6.68,22.82,2006
Wrestle Angels  Survivor 2,PS2,Fighting,Tryfirst,7,3,2,49,0.03,5.8,0.03,6.13,11.99,2008
Shin Yarasete  Teacher,PC,Adventure,Tryset,3,8,2,278,7.76,3.68,1.34,4.25,17.03,2011
Silent Steel  A Cinematic Strategy Adventure,PC,Adventure,Tsunami Media,7,10,4,45,1.93,5.33,2,4.27,13.53,1995
Blue Force,PC,Adventure,Tsunami Media,10,1,7,265,6.41,7.81,4.77,2.21,21.2,1993
Jewel Quest 5  The Sleepless Star,DS,Puzzle,Tulip Games,6,1,4,258,0.03,1.51,2.3,0.02,3.86,2013
Alpha Polaris,PC,Adventure,Turmoil Games Ltd.,7,8,2,223,6.46,4.7,5.09,6.57,22.82,2011
The Second Guest,PC,Adventure,Twice Effect,4,6,4,130,7.04,3.93,3.94,5.3,20.21,1900
Higurashi Daybreak Kai,PC,Shooter,Twilight Frontier,7,6,5,300,1.81,6.39,1.46,5.6,15.26,2007
Higurashi Daybreak,PC,Shooter,Twilight Frontier,3,7,4,66,1.86,5.25,2.68,4.37,14.16,2006
Proteus,PC,Adventure,Twisted Tree,9,8,2,147,2.56,6.9,4.79,4.47,18.72,2013
Evil Pumpkin  The Lost Halloween,Linux,Adventure,Two Desperados,10,10,3,17,6.93,4.83,3.05,5.06,19.87,2014
Evil Pumpkin  The Lost Halloween,PC,Adventure,Two Desperados,1,2,5,88,1.63,3.51,4.85,4.45,14.44,2014
Toki Tori 2 ,PC,Puzzle,Two Tribes,9,1,5,0.15,5.84,2.35,1.17,3.57,12.93,2016
Toki Tori,PC,Puzzle,Two Tribes,6,6,5,0.35,1.12,1.81,5.33,4.46,12.72,2010
RUSH,PC,Puzzle,Two Tribes,6,6,9,0.25,6.44,6.68,3.53,1.56,18.21,2010
Rush,PC,Puzzle,Two Tribes,1,9,1,221,5,4.86,5.41,4.99,20.26,2010
Edge,PC,Puzzle,Two Tribes,4,6,3,283,6.68,1.76,5.28,3.32,17.04,2011
RIVE,PC,Shooter,Two Tribes,10,6,9,69,7.49,4.8,5.39,1.06,18.74,2016
Yo Jin Bo  Unmei no Freude,PS2,Adventure,TwoFive,7,5,10,278,3.19,7.41,2.29,1.02,13.91,2006
Js Racin,PS,Racing,TYO,9,1,3,120,7.07,3.56,2.44,6.27,19.34,1997
JGTC  All Japan Grand Touring Car Championship,PS,Racing,TYO,6,6,8,142,0.42,0.23,5.24,0.16,6.05,1998
Art Camion Geijutsuden,PS,Racing,TYO,3,1,8,97,3.24,3.7,5.13,6.02,18.09,1999
Tsukihime,PC,Adventure,Type-Moon,8,7,8,51,7.89,5.74,3.27,1.01,17.91,2000
Fate Stay Night,PC,Adventure,Type-Moon,6,4,10,275,1.24,1.53,2.63,2.17,7.57,2004
Melty Blood  Re ACT Final Tuned,PC,Fighting,Type-Moon,7,2,4,11,5.34,5.22,3.98,4.16,18.7,2005
Melty Blood  Re ACT,PC,Fighting,Type-Moon,10,8,9,168,6,2.74,4.88,5.69,19.31,2004
Melty Blood,PC,Fighting,Type-Moon,9,4,9,102,5.27,7.22,4.35,2.45,19.29,2002
GRIP  Combat Racing,PC,Racing,U&I Entertainment,7,6,6,13,6.13,1.9,2.04,5.23,15.3,2018
GRIP  Combat Racing,PS4,Racing,U&I Entertainment,9,7,7,21,0.01,0.01,4.95,5.7,10.67,2018
Sniper Elite V2 Remastered,PS4,Shooter,U&I Entertainment,4,9,2,254,2.04,5,1.1,6.19,14.33,2019
Americas Army 3,PC,Shooter,U.S. Army,6,10,9,4,3.84,7.53,4.72,1.27,17.36,2009
Air Battles  Sky Defender,PC,Simulation,U.S. Army,7,4,4,44,5.98,4.3,2.78,4.99,18.05,2007
Ripleys Believe It or Not   The Riddle of Master Lu,PC,Adventure,U.S. Gold,8,5,9,128,7.3,7.63,1.99,6.38,23.3,1995
Road Rash,MS,Racing,U.S. Gold,2,7,5,51,1.55,4.5,1.81,1.96,9.82,1989
OutRun Europa,MS,Racing,U.S. Gold,7,9,6,125,7.19,1.03,3.87,5.74,17.83,1991
Power Drive,PC,Racing,U.S. Gold,3,7,9,273,4.4,7.07,3.54,5.57,20.58,1994
World Cup USA 94,MS,Sports,U.S. Gold,5,3,8,235,2.55,4.49,2.05,3.15,12.24,1992
Winter Olympics  Lillehammer 94,MS,Sports,U.S. Gold,1,4,1,26,5.02,5.71,4.79,5.81,21.33,1994
Super Kick Off,MS,Sports,U.S. Gold,6,1,4,254,4.14,2.95,5.71,6.75,19.55,1991
Championship Hockey,MS,Sports,U.S. Gold,4,2,6,47,1.49,2.38,5.41,2.99,12.27,1992
Winter Olympics  Lillehammer 94,PC,Sports,U.S. Gold,10,4,3,241,3.4,6.32,1.96,5.16,16.84,1994
World Cup Golf  Professional Edition,PS,Sports,U.S. Gold,10,3,10,159,0.13,0.07,4.63,0.05,4.88,1996
Monday Night Combat,PC,Shooter,Uber Entertainment,8,8,9,23,5.88,3.57,3.63,4.93,18.01,2011
Wheres Waldo? The Fantastic Journey,DS,Adventure,Ubisoft,1,4,3,257,0.21,0.2,3.35,6.83,10.59,2009
The Smurfs,DS,Adventure,Ubisoft,1,4,9,37,0.41,0.23,3.43,0.14,4.21,2011
Sprung   A Game Where Everyone Scores,DS,Adventure,Ubisoft,6,10,9,27,0.06,0.06,1.03,4.17,5.32,2004
Petz  Horseshoe Ranch,DS,Adventure,Ubisoft,2,3,1,69,0.17,0.16,4.53,1.17,6.03,2009
Petz Rescue  Ocean Patrol,DS,Adventure,Ubisoft,2,1,9,187,0.37,0.35,2.93,6.92,10.57,2008
Petz Rescue  Endangered Paradise,DS,Adventure,Ubisoft,10,8,9,242,0.22,0.21,2.26,6,8.69,2008
Metropolis Crimes,DS,Adventure,Ubisoft,8,6,3,108,5.87,3.75,3.63,5.27,18.52,2009
Jake Power  Policeman,DS,Adventure,Ubisoft,1,5,1,27,0.05,0.05,3.31,2.28,5.69,2009
Jake Power  Handyman,DS,Adventure,Ubisoft,8,1,2,292,0.07,0.06,1.82,2.04,3.99,2009
Jake Power  Fireman,DS,Adventure,Ubisoft,4,4,4,221,0.47,0.08,3.61,0.34,4.5,2009
Imagine  Teacher Class Trip,DS,Adventure,Ubisoft,9,7,8,180,0.24,0.1,3.41,0.12,3.87,2009
Greys Anatomy  The Video Game,DS,Adventure,Ubisoft,5,8,6,203,0.04,0.03,3.43,0.01,3.51,2009
Fairyland Melody Magic,DS,Adventure,Ubisoft,3,4,8,44,1.47,3.37,2.13,5.19,12.16,2009
CSI  Unsolved ,DS,Adventure,Ubisoft,3,6,7,48,0.2,0.13,1.84,0.05,2.22,2010
CSI  Deadly Intent   The Hidden Cases,DS,Adventure,Ubisoft,3,3,9,249,0.35,0.16,2.48,0.16,3.15,2009
CSI  Dark Motives,DS,Adventure,Ubisoft,7,6,5,238,0.07,0.05,1.36,0.01,1.49,2007
Cloudy With a Chance of Meatballs,DS,Adventure,Ubisoft,5,7,8,234,0.22,0.2,1.48,0.01,1.91,2009
Broken Sword  Shadows of the Templars   The Directors Cut,DS,Adventure,Ubisoft,10,8,3,231,0.17,0.07,3.56,0.08,3.88,2009
Wheres Waldo? The Fantastic Journey,PC,Adventure,Ubisoft,7,6,1,176,3.19,5.07,2.44,4.12,14.82,2009
Uru  Ages Beyond Myst,PC,Adventure,Ubisoft,3,6,2,290,0.02,4.22,3.58,0.02,7.84,2003
Transference,PC,Adventure,Ubisoft,4,5,5,98,1.5,7.88,3.25,3.88,16.51,2018
The Complete CSI  Crime Scene Investigation,PC,Adventure,Ubisoft,9,10,5,102,4.78,6.41,3.86,1.57,16.62,2005
The Adventures of Tintin  The Game,PC,Adventure,Ubisoft,2,8,7,187,0.01,6.26,1.71,1.31,9.29,2011
Stupid Invaders,PC,Adventure,Ubisoft,6,1,9,154,6.98,7.6,2.91,6.21,23.7,2001
Sherlock Holmes  Secret of The Silver Earring,PC,Adventure,Ubisoft,7,2,9,169,5.7,5.73,3.68,3.51,18.62,2004
Prince of Persia  Warrior Within,PC,Adventure,Ubisoft,4,8,2,9,2.69,6.8,5.25,4.79,19.53,2004
Prince of Persia  The Two Thrones,PC,Adventure,Ubisoft,10,2,1,295,5.96,5.12,1.57,4.49,17.14,2005
Prince of Persia  The Sands of Time,PC,Adventure,Ubisoft,6,9,4,3,7.36,5.34,3.29,2.66,18.65,2003
Prince of Persia (2008),PC,Adventure,Ubisoft,4,3,2,217,0.03,1.32,3.67,0.02,5.04,2008
Paradise,PC,Adventure,Ubisoft,1,7,4,171,1.96,4.8,5.09,3.38,15.23,2006
NCIS,PC,Adventure,Ubisoft,2,3,8,108,0.04,0.01,4.16,0.02,4.23,2011
Myst  Uru Complete Chronicles,PC,Adventure,Ubisoft,10,4,4,35,2.23,6.46,2.86,4.42,15.97,2004
Myst V  End of Ages,PC,Adventure,Ubisoft,9,2,7,93,1.52,5.89,4.48,4.71,16.6,2005
Myst Trilogy,PC,Adventure,Ubisoft,6,7,6,22,2.31,3.02,1.54,3.15,10.02,2002
Myst IV  Revelation,PC,Adventure,Ubisoft,9,4,8,261,0.01,0.01,1.96,5.28,7.26,2004
Myst III  Exile,PC,Adventure,Ubisoft,10,7,1,140,2.28,6.86,2.56,3.94,15.64,2001
Myst 10th Anniversary DVD Edition,PC,Adventure,Ubisoft,6,10,10,189,4.34,3.81,2.59,3.4,14.14,2003
Largo Winch  Empire Under Threat,PC,Adventure,Ubisoft,6,10,1,225,1.01,1.17,4.22,4.92,11.32,2002
Greys Anatomy  The Video Game,PC,Adventure,Ubisoft,5,5,5,255,0.02,7.02,3,0.02,10.06,2009
Gold and Glory  The Road to El Dorado,PC,Adventure,Ubisoft,9,8,4,78,5.12,7.27,3.09,2.49,17.97,2001
Gods & Monsters,PC,Adventure,Ubisoft,6,5,10,196,2.41,2.56,4.43,1.28,10.68,2020
From Dust,PC,Adventure,Ubisoft,4,8.2,1,146,2.37,6.64,1.13,4.19,14.33,2011
E.T. Interplanetary Mission,PC,Adventure,Ubisoft,6,7,10,177,3.2,7.35,4.3,2.49,17.34,2002
CSI  NY   The Game,PC,Adventure,Ubisoft,10,5,6,246,3.96,6.78,1.75,4.88,17.37,2008
CSI  Miami,PC,Adventure,Ubisoft,4,3,3,170,7.31,1.43,4.78,2.8,16.32,2004
CSI  Hard Evidence,PC,Adventure,Ubisoft,7,9,9,209,0.01,7.8,5.09,0.01,12.91,2007
CSI  Fatal Conspiracy,PC,Adventure,Ubisoft,3,6,6,234,0.04,3.99,4.65,0.03,8.71,2010
CSI  Deadly Intent,PC,Adventure,Ubisoft,5,8,10,201,1.93,2.99,2.49,1.05,8.46,2009
CSI  Dark Motives,PC,Adventure,Ubisoft,8,3,8,214,6.73,2.45,2.35,2.02,13.55,2004
CSI  Crime Scene Investigation Super Pack,PC,Adventure,Ubisoft,4,10,3,38,4.54,4.63,1.45,6.5,17.12,2008
CSI  Crime Scene Investigation Double Pack,PC,Adventure,Ubisoft,9,6,3,287,7.08,1.76,5.93,1.63,16.4,2005
CSI  Crime Scene Investigation,PC,Adventure,Ubisoft,6,10,3,218,1.5,6.95,3.26,1.18,12.89,2003
CSI  3 Dimensions of Murder,PC,Adventure,Ubisoft,4,10,2,204,6.19,3.61,1.65,1.25,12.7,2006
Cloudy With a Chance of Meatballs,PC,Adventure,Ubisoft,4,5,1,14,5.81,5.66,5.61,4.07,21.15,2009
Beyond Good & Evil 2,PC,Adventure,Ubisoft,2,6,8,25,7.88,2.37,4.11,1.42,15.78,1900
Beyond Good & Evil,PC,Adventure,Ubisoft,1,5,10,291,2.5,1.18,3.97,2.86,10.51,2003
B.A.T.,PC,Adventure,Ubisoft,10,8,7,257,1.04,5.4,4.73,6.1,17.27,1990
Assassins Creed,PC,Adventure,Ubisoft,9,7.6,8,109,0.91,0.01,2.93,0.84,4.69,2008
Amerzone,PC,Adventure,Ubisoft,8,1,9,113,1.58,5.84,2.03,1.27,10.72,1999
Largo Winch .   Commando Sar,PS,Adventure,Ubisoft,8,3,1,84,0.02,0.01,1.85,0.01,1.89,2002
Gold and Glory  The Road to El Dorado,PS,Adventure,Ubisoft,6,6,2,237,0.06,0.03,5.2,0.02,5.31,2000
Amerzone  The Explorers Legacy,PS,Adventure,Ubisoft,7,10,10,270,3.78,2.22,5.3,6.52,17.82,1999
Tom Clancys Splinter Cell  Chaos Theory,PS2,Adventure,Ubisoft,3,5,1,252,0.95,0.36,1.14,0.45,2.9,2005
The Dog Island,PS2,Adventure,Ubisoft,7,1,2,48,0.27,0.13,2.99,0.1,3.49,2008
Syberia II,PS2,Adventure,Ubisoft,5,7,7,107,4.67,2.15,5.04,4.04,15.9,2004
Prince of Persia  Warrior Within,PS2,Adventure,Ubisoft,7,10,9,13,1.64,0.54,2.11,0.88,5.17,2004
Prince of Persia  The Two Thrones,PS2,Adventure,Ubisoft,5,10,8,51,0.68,0.57,1.92,0.02,3.19,2005
Prince of Persia  The Sands of Time,PS2,Adventure,Ubisoft,7,9,9.1,24,2.22,0.88,5.06,1.03,9.19,2003
Myst III  Exile,PS2,Adventure,Ubisoft,6,3,1,145,0.28,0.14,4.37,0.11,4.9,2002
Largo Winch  Empire Under Threat,PS2,Adventure,Ubisoft,1,10,1,72,1.95,6.61,1.53,1.27,11.36,2002
Hype  The Time Quest,PS2,Adventure,Ubisoft,8,7,2,21,2.65,2.16,3.41,1.42,9.64,2002
CSI  3 Dimensions of Murder,PS2,Adventure,Ubisoft,5,3,5,231,0.14,0.07,2.9,0.06,3.17,2007
Beyond Good & Evil,PS2,Adventure,Ubisoft,1,8.3,6,219,0.33,0.16,4.39,0.13,5.01,2003
Batman  Vengeance,PS2,Adventure,Ubisoft,5,7.1,1,52,0.55,0.27,1.69,0.21,2.72,2001
The Adventures of Tintin  The Game,PS3,Adventure,Ubisoft,10,2,7,281,0.26,0.06,1.34,0.15,1.81,2011
Prince of Persia,PS3,Adventure,Ubisoft,8.4,8.3,8.2,162,1.07,0.47,0.03,0.41,1.98,2008
NCIS,PS3,Adventure,Ubisoft,6,7,9,115,0.12,0.07,5.69,0.04,5.92,2011
CSI  Fatal Conspiracy,PS3,Adventure,Ubisoft,7,7,10,263,0.19,0.11,3.41,0.05,3.76,2010
Cloudy With a Chance of Meatballs,PS3,Adventure,Ubisoft,4,6.7,10,243,0.1,0.09,3.71,0.01,3.91,2009
Beyond Good & Evil 2,PS3,Adventure,Ubisoft,6,2,2,200,1.02,4.31,2.4,6.15,13.88,1900
Gods & Monsters,PS4,Adventure,Ubisoft,6,4,10,132,1.22,1.68,5.1,3.71,11.71,2020
Eagle Flight,PS4,Adventure,Ubisoft,10,2,7,204,0.2,0.09,3.61,0.08,3.98,2016
Prince of Persia  Revelations,PSN,Adventure,Ubisoft,2,6,1,102,4.17,7.08,5.41,1.64,18.3,2009
Prince of Persia,PSN,Adventure,Ubisoft,5,8.6,9,215,3.74,3.72,1.16,6.22,14.84,2011
From Dust,PSN,Adventure,Ubisoft,4,2,5,266,4.29,3.89,3.63,6.94,18.75,2011
Cloudy with a Chance of Meatballs,PSN,Adventure,Ubisoft,6,6,6,25,7.68,4.1,1.07,1.38,14.23,2009
Beyond Good & Evil HD,PSN,Adventure,Ubisoft,4,1,8,108,1.46,7.36,3.1,6.3,18.22,2011
Teenage Mutant Ninja Turtles  Smash Up,PS2,Fighting,Ubisoft,4,7.2,8,103,0.21,0.11,2.64,0.08,3.04,2009
Rocky,PS2,Fighting,Ubisoft,5,2,6,7,0.86,0.42,2.34,0.33,3.95,2002
Wordfish,DS,Puzzle,Ubisoft,4,7,2,34,0.08,0.07,3.2,5.26,8.61,2008
Top Trumps  Dogs & Dinosaurs,DS,Puzzle,Ubisoft,2,8,5,228,1.11,2.41,4.18,1.4,9.1,2007
Take A Breaks  Puzzle Master,DS,Puzzle,Ubisoft,2,9,4,38,0.16,6.72,4.31,0.15,11.34,2009
Take A Breaks  Puzzle Bonanza,DS,Puzzle,Ubisoft,7,10,3,243,0.01,5.81,2.36,3.25,11.43,2010
Scrabble 2007 Edition,DS,Puzzle,Ubisoft,10,7,9,47,0.48,2.82,1.35,0.48,5.13,2007
Platinum Sudoku,DS,Puzzle,Ubisoft,6,8,9,296,0.04,0.03,2.71,0.01,2.79,2007
OK  Puzzle Stars,DS,Puzzle,Ubisoft,6,1,8,102,0.06,5.38,5.3,0.05,10.79,2010
Classic Word Games,DS,Puzzle,Ubisoft,5,9,8,141,0.52,0.09,2.77,0.36,3.74,2009
Bomberman,DS,Puzzle,Ubisoft,3,10,6,193,0.15,0.1,0.03,0.01,0.29,2005
100 All Time Favorites,DS,Puzzle,Ubisoft,6,1,3,149,0.51,0.35,5.32,0.12,6.3,2009
Yohoho  Puzzle Pirates,PC,Puzzle,Ubisoft,4,8.3,8,38,6.82,5.47,4.5,4.62,21.41,2003
Worms Blast,PC,Puzzle,Ubisoft,10,10,1,198,1.55,7.64,3.35,5.58,18.12,2002
Voodoo Dice,PC,Puzzle,Ubisoft,9,8,9,70,2.17,7.54,3.14,2.21,15.06,2010
Tetris Ultimate,PC,Puzzle,Ubisoft,6,8,5,65,7.16,5.81,4.45,1.93,19.35,2015
Scrabble Junior,PC,Puzzle,Ubisoft,1,8,8,3,4.19,4.22,3.71,2.63,14.75,2002
Dynablaster,PC,Puzzle,Ubisoft,9,8,2,240,4.72,7.29,3.51,5.62,21.14,1992
Brain Spa,PC,Puzzle,Ubisoft,6,7,7,218,3.71,2.41,5.73,2.26,14.11,2007
Inspector Gadget  Gadgets Crazy Maze,PS,Puzzle,Ubisoft,6,9,3,135,0.05,0.03,5.59,0.02,5.69,2001
Worms Blast,PS2,Puzzle,Ubisoft,5,6,9,168,7.06,6.99,2.78,4.99,21.82,2003
Super Bust A Move 2,PS2,Puzzle,Ubisoft,4,3,9,127,7.14,1.44,2.56,1.38,12.52,2002
Brain Challenge Deluxe,PS3,Puzzle,Ubisoft,2,10,1,46,1.81,3.04,1.73,2.37,8.95,2009
Transference,PS4,Puzzle,Ubisoft,7,9,7,101,1.59,5.96,1.33,4.74,13.62,2018
Tetris Ultimate,PS4,Puzzle,Ubisoft,9,2,5,239,4.78,6.28,3.13,5.3,19.49,2014
Voodoo Dice,PSN,Puzzle,Ubisoft,9,2,6,224,2.23,2.82,5.89,5.61,16.55,2010
Exit,PSN,Puzzle,Ubisoft,9,7.9,9,124,4.07,6.84,1.85,2.29,15.05,2009
Galaxy Racers,DS,Racing,Ubisoft,10,7,10,146,0.05,0.04,2.13,1.83,4.05,2010
Asphalt  Urban GT 2,DS,Racing,Ubisoft,1,3,1,79,0.14,0.09,1.9,0.04,2.17,2006
Asphalt  Urban GT,DS,Racing,Ubisoft,6,5,9,216,0.59,0.31,2.5,0.22,3.62,2004
WRC 2  FIA World Rally Championship,PC,Racing,Ubisoft,3,8,1,44,0.02,1.87,4.29,0.02,6.2,2011
Vin Diesel  Wheelman,PC,Racing,Ubisoft,5,6.5,5,237,2.65,4.22,1.03,3.96,11.86,2009
Trials Fusion,PC,Racing,Ubisoft,4,2,5,296,0.03,1.92,5.94,0.03,7.92,2014
TrackManiaÂ² Valley,PC,Racing,Ubisoft,10,3,2,90,1.17,1.75,3.48,4.43,10.83,2013
TrackMania Turbo,PC,Racing,Ubisoft,6,9,8,231,0.01,4.11,3.42,0.01,7.55,2016
TrackMania 2  Canyon,PC,Racing,Ubisoft,5,8.3,9,115,4.37,4.51,5.8,3.74,18.42,2011
The Crew  Wild Run,PC,Racing,Ubisoft,7,6,8,118,0.02,4.69,5.08,0.02,9.81,2015
The Crew 2,PC,Racing,Ubisoft,9,5,10,282,4.18,5.28,2.3,5.48,17.24,2018
The Crew,PC,Racing,Ubisoft,6,1,7,106,0.15,4.58,2.33,0.14,7.2,2014
Taxi 3,PC,Racing,Ubisoft,10,3,2,65,7.44,6.65,5.97,6.49,26.55,2003
Suzuki Alstare Extreme Racing,PC,Racing,Ubisoft,4,7,1,197,5.76,7.64,4.83,3.92,22.15,2000
Street Racer,PC,Racing,Ubisoft,5,1,1,245,6.47,2.47,4.98,3.99,17.91,1997
Speed Busters  American Highways,PC,Racing,Ubisoft,2,2,1,68,4.8,2.13,5.61,1.95,14.49,1998
S.C.A.R.S,PC,Racing,Ubisoft,8,2,10,164,7.63,2.36,5.41,2.98,18.38,1998
Rayman Arena,PC,Racing,Ubisoft,8,5.1,10,185,4.04,2.83,2.25,1.55,10.67,2002
Pro Rally 2001,PC,Racing,Ubisoft,10,3,10,248,3.19,7.15,2.64,4.7,17.68,2000
POD,PC,Racing,Ubisoft,5,10,8,75,6.18,2.73,4.45,6.91,20.27,1997
Monster Jam  Maximum Destruction,PC,Racing,Ubisoft,3,4,7,194,3.08,2.59,5.9,3.96,15.53,2002
Hooters Road Trip,PC,Racing,Ubisoft,6,4,6,152,5.43,2.79,2.16,6.25,16.63,2002
Driver  San Francisco,PC,Racing,Ubisoft,3,8.3,2,251,0.19,0.06,2.61,0.1,2.96,2011
Driver  Parallel Lines,PC,Racing,Ubisoft,9,1,5,214,5.15,5.51,3.9,6.71,21.27,2007
Crazy Frog Racer,PC,Racing,Ubisoft,3,8,9,199,7.64,6.84,2.56,6.72,23.76,2005
City Racer,PC,Racing,Ubisoft,4,5,5,141,2.81,7.41,5.49,3.9,19.61,2003
Street Racer,PS,Racing,Ubisoft,4,1,1,83,0.16,0.09,5.91,0.06,6.22,1996
S.C.A.R.S,PS,Racing,Ubisoft,7,9,6,258,0.08,0.05,4.38,0.03,4.54,1998
